State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
VIRGINIA,51,EASTERN,60,NEW KENT,127,EGGPLANT,"EGGPLANT, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,61.1
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,37.6
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, CANTALOUP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,37.6
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, WATERMELON - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, WATERMELON - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,41.5
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, WATERMELON, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,MELONS,"MELONS, WATERMELON, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,41.5
VIRGINIA,51,EASTERN,60,NEW KENT,127,PEPPERS,"PEPPERS, BELL - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,PEPPERS,"PEPPERS, BELL - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,53.6
VIRGINIA,51,EASTERN,60,NEW KENT,127,PEPPERS,"PEPPERS, BELL, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,PEPPERS,"PEPPERS, BELL, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,53.6
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,22,8.5
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,4,34.4
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,33.8
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,"PUMPKINS, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,PUMPKINS,"PUMPKINS, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,
VIRGINIA,51,EASTERN,60,NEW KENT,127,RADISHES,RADISHES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,RADISHES,RADISHES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,57.9
VIRGINIA,51,EASTERN,60,NEW KENT,127,RADISHES,"RADISHES, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,RADISHES,"RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,57.9
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,SQUASH - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,SQUASH - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,2,39
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,39.5
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, SUMMER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, SUMMER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,41.7
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, SUMMER, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, SUMMER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,42.1
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,43.3
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, WINTER, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SQUASH,"SQUASH, WINTER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,43.8
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET CORN,SWEET CORN - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET CORN,SWEET CORN - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,31.1
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET CORN,"SWEET CORN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,31.7
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET POTATOES,SWEET POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET POTATOES,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,52.4
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET POTATOES,"SWEET POTATOES, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,SWEET POTATOES,"SWEET POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,52.4
VIRGINIA,51,EASTERN,60,NEW KENT,127,TOMATOES,"TOMATOES, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,TOMATOES,"TOMATOES, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,25.1
VIRGINIA,51,EASTERN,60,NEW KENT,127,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,24.7
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,83,3.2
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 4.9 ACRES)",5,24
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 99.9 ACRES)",1,30.2
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 24.9 ACRES)",2,40.5
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,8,20.1
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,20.2
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NEW KENT,127,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,40.6
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,ASPARAGUS,ASPARAGUS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5,51
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,ASPARAGUS,ASPARAGUS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,4,66.6
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,ASPARAGUS,"ASPARAGUS, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5,51
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,ASPARAGUS,"ASPARAGUS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,66.6
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, GREEN, LIMA - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, GREEN, LIMA - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,60
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, GREEN, LIMA, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, GREEN, LIMA, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,15.3
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,27.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,27.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,BEANS,"BEANS, SNAP, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,52.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,CUCUMBERS,CUCUMBERS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,CUCUMBERS,CUCUMBERS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,2,29.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,CUCUMBERS,"CUCUMBERS, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,CUCUMBERS,"CUCUMBERS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,29.9
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6,10.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,37.6
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6,10.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, CANTALOUP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,37.6
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, WATERMELON - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8,6.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, WATERMELON - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,41.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, WATERMELON, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8,6.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,MELONS,"MELONS, WATERMELON, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,9,41.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,056",1.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,POTATOES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,7,30
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,"POTATOES, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,602",0.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,"POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,30.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,"POTATOES, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,454,4.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,POTATOES,"POTATOES, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,59.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,PUMPKINS,PUMPKINS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,23,8.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,PUMPKINS,PUMPKINS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,3,34.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,PUMPKINS,"PUMPKINS, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,23,8.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,PUMPKINS,"PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,33.8
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET CORN,SWEET CORN - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET CORN,SWEET CORN - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,31.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET CORN,"SWEET CORN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,31.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET POTATOES,SWEET POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET POTATOES,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,52.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET POTATOES,"SWEET POTATOES, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,SWEET POTATOES,"SWEET POTATOES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,52.4
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,TOMATOES,"TOMATOES, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,TOMATOES,"TOMATOES, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,10,25.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,10,24.7
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,019",3.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 4.9 ACRES)",8,24
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",1,
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",3,20.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 99.9 ACRES)",5,30.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",4,1.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 24.9 ACRES)",4,40.5
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",3,0.3
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",2,
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,27,20.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,765",3.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,24,20.2
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,254",4.1
VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,40.6
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,ASPARAGUS,ASPARAGUS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,ASPARAGUS,ASPARAGUS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,66.6
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,ASPARAGUS,"ASPARAGUS, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,ASPARAGUS,"ASPARAGUS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,66.6
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,27.5
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,27.4
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,BEANS,"BEANS, SNAP, PROCESSING - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,52.4
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,GREENS,"GREENS, KALE - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,GREENS,"GREENS, KALE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,34.1
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,GREENS,"GREENS, KALE, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,GREENS,"GREENS, KALE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,34.1
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,37.6
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,MELONS,"MELONS, CANTALOUP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,37.6
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,SQUASH - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,SQUASH - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,1,39
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,"SQUASH, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,"SQUASH, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,39.5
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,"SQUASH, SUMMER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,"SQUASH, SUMMER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,41.7
VIRGINIA,51,EASTERN,60,NORTHUMBERLAND,133,SQUASH,"SQUASH, SUMMER, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
